Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.020.36,"город Москва, Ельнинская улица, дом 24 (здание ГБОУ Школа № 887 Учебный корпус № 2)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.021.5,"город Москва, Рябиновая улица, дом 8, корпус 2 (ГБОУ ""Школа №1195"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.021.6,"город Москва, Рябиновая улица, дом 8, корпус 2 (ГБОУ ""Школа №1195"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.021.10,"город Москва, Вяземская улица, дом 7 (ГБОУ ""Школа №1195"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.021.11,"город Москва, Беловежская улица, дом 7 (ГБОУ ""Школа №384 им. Д.К. Корнеева"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.021.25,"город Москва, Можайское шоссе, дом 50 (ГБОУ ""Школа №809"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.021.27,"город Москва, улица Кубинка, дом 20, корпус 1 (ГБОУ ""Школа №1400"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.021.30,"город Москва, улица Кутузова, дом 20 (ГБОУ ""Школа №1400"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.021.33,"город Москва, Можайское шоссе, дом 18, корпус 2 (ГБОУ ""Школа №587"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.022.2,"город Москва, Приречная улица, дом 3 (ГБОУ Школа № 1596)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.022.6,"город Москва, Приречная улица, дом 1 (ГБОУ Школа № 1596)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.022.12,"город Москва, Новопеределкинская улица, дом 13, корпус 1 (ГБОУ ""Школа № 1015"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.022.16,"город Москва, улица Шолохова, дом 20 (ГБОУ ""Школа № 1018"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.022.20,"город Москва, улица Шолохова, дом 9 (ГБОУ ""Школа № 1467"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.022.21,"город Москва, улица Федосьино, дом 4, корпус 2 (ГБОУ ""Школа № 1467"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.022.27,"город Москва, улица Шолохова, дом 19 (ГБОУ ""Школа № 1432"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.022.35,"город Москва, 7-я улица Лазенки, дом 12, строение 3 (ГБУ ""Всероссийский научно-методический геронтологический центр"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.022.36,"город Москва, Боровское шоссе, дом 18, корпус 4 (ГБПОУ г. Москвы ""Колледж ГТиТ № 41 подразделение Переделкино"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.023.4,"город Москва, Веерная улица, дом 38, корпус 2 (ГБОУ Школа №814)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.023.14,"город Москва, Матвеевская улица, дом 34, корпус 2 (ГБОУ Школа №814)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.023.20,"город Москва, Большая Очаковская улица, дом 1, корпус 1 (ГБОУ Школа №2025)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.024.5,"город Москва, Лобачевского улица, дом 54 (ГБОУ Школа №324)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.024.11,"город Москва, Вернадского проспект, дом 55 (ГБОУ Гимназия № 1541)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.024.12,"город Москва, Удальцова улица, дом 21 (ГБОУ Гимназия № 1541)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.024.13,"город Москва, Удальцова улица, дом 21 (ГБОУ Гимназия № 1541)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.024.15,"город Москва, Ленинский проспект, дом 132 (ГБОУ СОШ №323)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.024.16,"город Москва, Вернадского проспект, дом 57 (ГБОУ СОШ №323)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.2,"город Москва, 2-й Сетуньский проезд, дом 9 (ГБПОУ города Москвы ""Московский образовательный комплекс ЗАПАД"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.4,"город Москва, улица Пырьева, дом 11 (ГБОУ ""Школа №74"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.12,"город Москва, улица Дружбы, дом 8 (ГБОУ ""Школа №1586"" Учебный корпус №1)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.025.15,"город Москва, Мичуринский проспект, дом 5, корпус 1 (ГБОУ ""Шуваловская школа №1448"" корпус ""Шуваловский"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.17,"город Москва, Мичуринский проспект, дом 15, корпус 1 (ГБОУ ""Школа №1498 ""ММШ-15"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.025.20,"город Москва, Мичуринский проспект, дом 23 (ГБОУ ""Школа №1498 ""ММШ-23"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.025.22,"город Москва, улица Раменки, дом 15, корпус 1 (ГБОУ ""Школа №1434 ""Раменки"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.025.23,"город Москва, улица Раменки, дом 15, корпус 2 (ГБОУ ""Школа №1434 ""Раменки"" Школьное подразделение ""Корпус 2"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.24,"город Москва, улица Раменки, дом 15, корпус 2 (ГБОУ ""Школа №1434 ""Раменки"" Школьное подразделение ""Корпус 2"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.26,"город Москва, улица Раменки, дом 15, корпус 1 (ГБОУ ""Школа №1434 ""Раменки"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.27,"город Москва, улица Раменки, дом 15, корпус 2 (ГБОУ ""Школа №1434 ""Раменки"" Школьное подразделение ""Корпус 2"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.025.29,"город Москва, улица Удальцова, дом 87, корпус 1 (ГБОУ ""Центр образования №1953 ""Москва-98"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.30,"город Москва, улица Удальцова, дом 87, корпус 1 (ГБОУ ""Центр образования №1953 ""Москва-98"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.33,"город Москва, Мичуринский проспект, дом 42 (ГБОУ ""Школа №38"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.025.38,"город Москва, Мичуринский проспект, дом 28 (ГБОУ ""Школа №37"" (новый корпус))",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.026.1,"город Москва, улица Матросова, дом 31 (структурное подразделение ГБОУ ""Школа №1000"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.026.14,"город Москва, Солнцевский проспект, дом 16А (отделение №2 ГБОУ Школа №1002)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.026.22,"город Москва, улица Авиаторов, дом 8, корпус 2 (ГБОУ Школа №1542)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.026.28,"город Москва, Наро-Фоминская улица, дом 1 (ГБОУ ""Школа №1000"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.026.29,"город Москва, улица Авиаторов, дом 8, корпус 2 (ГБОУ Школа №1542)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.026.30,"г. Москва, ул. Матросова,д.31",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.027.5,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 23 (ГБОУ города Москвы ""Школа  №843"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.027.8,"город Москва, Никулинская улица, дом 10 (ГБОУ города Москвы ""Школа  №1329"")",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.027.11,"город Москва, улица Академика Анохина, дом 2, корпус 5 (ГБОУ города Москвы ""Школа  №1329"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.027.16,"город Москва, проспект Вернадского, дом 101, корпус 5 (ГБОУ города Москвы ""Школа  №875"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.027.18,"город Москва, проспект Вернадского, дом 101, корпус 6 (ГБОУ города Москвы ""Школа  №875"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.027.23,"город Москва, улица 26-ти Бакинских Комиссаров, дом 3, корпус 4 (ГБОУ города Москвы ""Школа на проспекте Вернадского"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.027.27,"город Москва, улица Академика Анохина, дом 48 (ГБОУ города Москвы ""Школа ""Тропарево"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.027.28,"город Москва, проспект Вернадского, дом 88 (ФГБО УВО ""Московский педагогический государственный университет"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.028.2,"город Москва, Кастанаевская улица, дом 9А (ГБОУ  города Москвы Школа ""Интеграл"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.028.11,"город Москва, улица Барклая, дом 15, корпус 3 (ГБОУ города Москвы Образовательный центр ""Протон"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.028.12,"город Москва, Большая Филёвская улица, дом 15 (ГБОУ  города Москвы Образовательный центр ""Протон"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.028.16,"город Москва, Большая Филёвская улица, дом 6, корпус 1 (ГБОУ  города Москвы ""СОШ №95"" Москомспорта)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.028.21,"город Москва, Филёвский бульвар, дом 3, корпус  2 (ГБОУ  города Москвы образовательный центр ""Протон"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.029.9,"город Москва, улица Герасима Курина, дом 10 (ГБПОУ города Москвы ""Московский образовательный комплекс ЗАПАД"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.029.11,"город Москва, Кастанаевская улица, дом 43 (ГБОУ ""Школа № 2101 ""Филевский образовательный центр"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.029.23,"город Москва, улица Ватутина, дом 8 (ГБПОУ ""Колледж градостроительства, транспорта и технологий № 41"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.029.27,"город Москва, Инициативная улица, дом 1 (ГБОУ ""Школа № 1589"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.3,"город Москва, город Зеленоград, корпус 1003 (Совет Ветеранов)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.030.5,"город Москва, город Зеленоград, корпус 1003 (Совет Ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.10,"город Москва, город Зеленоград, корпус 1102 (Совет Ветеранов)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.12,"город Москва, город Зеленоград, корпус 1102 (Совет Ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.15,"город Москва, город Зеленоград, корпус 1116 (Совет Ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.19,"город Москва, город Зеленоград, корпус 1140 (ИДА МГПУ)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.030.22,"город Москва, город Зеленоград, корпус 1209 (Совет Ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.031.24,"город Москва, город Зеленоград, корпус 1524 (нежилое помещение №3)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.032.4,"город Москва, город Зеленоград, корпус 818 (ГБОУ ""Школа № 1528"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.033.2,"город Москва, город Зеленоград, корпус 119 (ОПОП)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.033.3,"город Москва, город Зеленоград, корпус 119 (ОПОП)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.033.4,"город Москва, город Зеленоград, корпус 119 (ОПОП)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.033.12,"город Москва, город Зеленоград, корпус 250 (Общество инвалидов)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.033.13,"город Москва, город Зеленоград, корп. 414 (Общество инвалидов)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.033.21,"город Москва, город Зеленоград, корпус 410 (квартира 74, нежилое помещение)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.033.22,"город Москва, город Зеленоград, корпус 441 (Общество инвалидов)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.034.3,"город Москва, Ленинградский проспект, дом 46 (ГБОУ г. Москвы ""Школа № 152"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.034.16,"город Москва, улица Академика Ильюшина, дом 8 (ГБОУ г. Москвы ""Инженерно-техническая школа имени дважды Героя Советского Союза П.Р.Поповича"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.035.4,"город Москва, Беговая ул, дом 19 (ГБОУ города Москвы ""Школа № 1550"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.036.5,"город Москва, Бескудниковский бульвар, дом 29 (ГБОУ Школа № 656 им. А.С. Макаренко)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.036.12,"город Москва, Бескудниковский бульвар, дом 50Б (ГБОУ ""Школа Бескудниково"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.036.13,"город Москва, Бескудниковский проезд, дом 4А (ГБОУ ""Школа № 1592 имени Героя Российской Федерации Е.Н. Чернышёва"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.036.20,"город Москва, Бескудниковский бульвар, дом 12, строение 1 (ГБУ Спортивная школа № 76 Москомспорта)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.037.3,"город Москва, город Зеленоград, корпус 301Б (Совет ветеранов)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.037.11,"город Москва, город Зеленоград, корпус 514А (Совет ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.037.15,"город Москва, город Зеленоград, корпус 613 (квартира 202, совет ветеранов)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.039.2,"город Москва, Дубнинская улица, дом 8А (ГБОУ города Москвы Школа №1794 структурное подразделение №12, 1 этаж, кабинет 101)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.039.9,"город Москва, Керамический проезд, дом 47А (ГБОУ города Москвы Школа №1794 структурное подразделение №10, 1 этаж, кабинет 128)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.039.10,"город Москва, Керамический проезд, дом 47А (ГБОУ города Москвы Школа №1794 структурное подразделение №10, 1 этаж, кабинет 118)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.039.11,"город Москва, Керамический проезд, дом 47А (здание ГБОУ города Москвы Школа №1794 структурное подразделение №10, 1 этаж, кабинет 118)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.039.12,"город Москва, Керамический проезд, дом 55, корпус 3 (здание ГБОУ города Москвы ""Школа №1296"", 1 этаж, каб. социального педагога)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.039.14,"город Москва, Керамический проезд, дом 55, корпус 3 (ГБОУ города Москвы ""Школа №1296"", учебный корпус №1, 1 этаж, каб. музыки)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.039.18,"город Москва, Дубнинская улица, дом 73, корпус 5 (здание ГБОУ города Москвы ""Школа №1678 ""Восточное Дегунино""  корпус №3, 1 этаж, каб. 100)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.039.19,"город Москва, улица 800-летия Москвы, дом 7А (ГБОУ города Москвы ""Школа №222"", корпус №1, 1 этаж, каб. 109)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.040.9,"город Москва, Конаковский проезд, дом 5 (школа № 1315, 2 этаж)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.041.8,"город Москва, Дмитровское шоссе, дом 137А (ГБОУ школа №1631)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.041.9,"город Москва, Клязьминская улица, дом 7, корпус 4 (ГБОУ школа №236)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.041.11,"город Москва, Вагоноремонтная улица, дом 15А (ГБОУ школа №1631)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.041.19,"город Москва, Икшинская улица, дом 12 (ГБОУ школа №771)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.042.1,"город Москва, Дегунинская улица, дом 2 (ГБОУ ""Школа № 2100"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.042.2,"город Москва, Дегунинская улица, дом 2 (ГБОУ ""Школа № 2100"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.042.3,"город Москва, Дегунинская улица, дом 18 (ГБОУ ""Школа № 2100"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.042.11,"город Москва, Ангарская улица, дом 22А (ГБОУ ""Школа № 2098"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.042.12,"город Москва, Новая улица, дом 2 (Ховринский дом культуры железнодорожников)",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.042.15,"город Москва, Базовская улица, дом 20А, строение 2 (ГБОУ ""Школа № 2098"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.042.20,"город Москва, улица Бусиновская Горка, дом 7, корпус 2 (ГБОУ ""Школа № 1125"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.043.2,"город Москва, улица Зои и Александра Космодемьянских, дом 33 (ГБПОУ города Москвы ""Политехнический колледж им. Н.Н. Годовикова"", структурное подразделение школа им. Н.И. Кузнецова)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.043.3,"город Москва, Новопетровская улица, дом 1А (ГБОУ города Москвы ""Центр образования ""Школа здоровья №1679"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.043.4,"город Москва, Новопетровская улица, дом 1А (ГБОУ города Москвы ""Центр образования ""Школа здоровья №1679"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.043.8,"город Москва, Михалковская улица, дом 13А (ГБОУ города Москвы ""Школа №1223"")",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.043.18,"город Москва, Михалковская улица, дом 3 (ГБОУ города Москвы ""Школа №185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.043.22,"город Москва, улица Зои и Александра Космодемьянских, дом 33 (ГБПОУ города Москвы ""Политехнический колледж им. Н.Н. Годовикова"", структурное подразделение школа им. Н.И. Кузнецова)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.043.23,"город Москва, Большая Академическая улица, дом 22А (ГБОУ города Москвы ""Школа №1576"", корпус №1)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.044.13,"город Москва, Смольная улица, дом 51, корпус 1 (ООО ""ДЕЗ Левобережный"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.046.3,"город Москва, Мирской переулок, дом 5, корпус 2 (ГБОУ СПО города Москвы колледж архитектуры и строительства № 7)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.046.13,"город Москва, улица Нижняя Масловка, дом 16 (ГБОУ ""Школа № 1601 имени героя Советского Союза Е.К. Лютикова"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.046.15,"город Москва, Петровско-Разумовский проезд, дом 9 (ГАОУ СПО Политехнический колледж № 8 им. И.Ф. Павлова)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.047.7,"город Москва, Дубосековская улица, дом 3 (ГБОУ Школа № 1252)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.048.2,"город Москва, улица Вучетича, дом 3/1 (ГБПОУ г.Москвы ""Колледж архитектуры и строительства №7"" Учебный корпус на Вучетича)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.048.4,"город Москва, Астрадамский проезд, дом 5 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""АСТРАДАМСКАЯ"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.048.6,"город Москва, Астрадамский проезд, дом 5 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""АСТРАДАМСКАЯ"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.048.11,"город Москва, 3-й Нижнелихоборский проезд, дом 6А (ГБОУ г.Москвы ""Школа №1213""корпус № 1)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.048.16,"город Москва, Дмитровское шоссе, дом 43, корпус 2 (ГБОУ г.Москвы ""Школа №1454 ""Тимирязевская"" ШОП ""ДМИТРОВСКАЯ"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.049.8,"город Москва, Фестивальная улица, дом 51 (ГАПОУ г.Москвы «Колледж предпринимательства № 11»)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.050.1,"город Москва, улица Розанова, дом 8 (ДК ""Созидатель"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.050.8,"город Москва, улица Зорге, дом 4 (ГБОУ школа № 141, здание № 1)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.050.10,"город Москва, улица Куусинена, дом 19, корпус 2 (ГБУ г. Москвы ""МФЦ района Хорошевский"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.051.3,"город Москва, улица Павла Корчагина, дом 1А (ГБОУ Школа №1503)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.051.7,"город Москва, улица Космонавтов, дом 5 (ГБОУ Школа №293 им. А.Т.Твардовского)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.051.8,"город Москва, улица Павла Корчагина, дом 13, строение 1 (ГБОУ Школа №1503)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.051.11,"город Москва, Новоалексеевская улица, дом 6 (ГБОУ Школа №1539)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.051.15,"город Москва, проспект Мира, дом 128 (ГБОУ Школа №293 им. А.Т.Твардовского)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.051.18,"город Москва, Ярославская улица, дом 14, строение 2 (ГБПОУ ""Политехнический колледж им. П.А.Овчинникова"")",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.051.20,"город Москва, улица Касаткина, дом 15 (ФГОБУ ВО ""Финансовый университет при Правительстве РФ"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.052.12,"город Москва, Костромская улица, дом 14, корпус 1 (ГБОУ Школа № 1370)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.052.14,"город Москва, Костромская улица, дом 14Г, строение 1 (ГБОУ Школа № 1370)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.053.1,"город Москва, улица Коминтерна, дом 4, корпус 1 (ГБОУ ""Школа № 281"", учебный корпус № 3)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.053.11,"город Москва, Печорская улица, дом 18 (ГБОУ ""Школа № 1558 имени Росалии де Кастро"" СП № 2)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.053.13,"город Москва, Ленская улица, дом 24 (ГБОУ ""Школа № 1558 имени Росалии де Кастро"" СП № 1)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.053.14,"город Москва, Ленская улица, дом 24 (ГБОУ ""Школа № 1558 имени Росалии де Кастро"" СП № 1)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.053.18,"город Москва, Енисейская улица, дом 32, корпус 3 (ГБОУ ""Школа № 1095"" СП № 6)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.053.23,"город Москва, Олонецкий проезд, дом 6 (ГБОУ ""Школа № 1095"" СП № 7)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.054.2,"город Москва, Белозерская улица, дом 7 (ГБОУ г.Москвы ""Школа №1413"", уч.корп.№3)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.054.8,"город Москва, улица Корнейчука, дом 52А (ГБОУ г.Москвы ""Школа Глория"", корпус 10)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.054.25,"город Москва, Мурановская улица, дом 4А (ГБОУ г.Москвы ""Школа № 1412"", шк.отд. №1)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.055.3,"город Москва, улица Гончарова, дом 15А (ГБОУ Школа №1236, структурное подразделение Центр дополнительного образования детей)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.055.4,"город Москва, улица Яблочкова, дом 10 (ГБОУ Школа №1236)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.056.12,"город Москва, Новгородская улица, дом 24, корпус 1 (здание структурного подразделения № 2  ГБОУ Школа № 166)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.058.7,"город Москва, Ботаническая улица, дом 4 (Главный Ботанический сад имени Н.В. Цицина РАН)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.059.1,"город Москва, улица Советской Армии, дом 9 (УК № 5 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.059.2,"город Москва, улица Советской Армии, дом 9 (УК № 5 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.059.5,"город Москва, Новосущёвская улица, дом 7А (УК № 6 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.059.8,"город Москва, 5-й проезд Марьиной Рощи, дом 15А (НОУ Международная академия бизнеса и управления)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.059.14,"город Москва, Старомарьинское шоссе, дом 5 (УК № 3 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.060.3,"город Москва, проспект Мира, дом 87 (ГАОУ ""Школа № 1518"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.060.8,"город Москва, Новомосковская улица, дом 10 (ГБОУ ""Многопрофильная школа № 1220"" Образовательная площадка Колосок)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.060.12,"город Москва, улица Кондратюка, дом 5 (ГБОУ ""Многопрофильная школа № 1220"", Образовательная площадка Останкинский дворик)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.060.13,"город Москва, улица Цандера, дом 7, корпус  2 (ГБУ дополнительного образования ""Детская школа искусств им. А.С.Даргомыжского"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.062.2,"город Москва, 2-й Сельскохозяйственный проезд, дом 4, корпус 4 (ГАОУ ВО Московский городской педагогический университет)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.062.9,"город Москва, Ростокинская улица, дом 3 (ГБОУ СШ № 1499 ШО № 1)",0,0,1,0,0,0,0,"0,142857143"
Москва,Список,77.062.10,"город Москва, Малахитовая улица, дом 15 (ГБОУ СШ № 1499 ШО № 2)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.063.4,"город Москва, улица Амундсена, дом 5, корпус 2 (МТФ Мостоотряд 114 филиала ОАО ""Мостотрест"")",0,1,0,0,0,0,0,"0,142857143"
