Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.063.6,"город Москва, 1-й Ботанический проезд, дом 2 (ГБОУ города Москвы ""Школа ""Свиблово)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.063.11,"город Москва, Тенистый проезд, дом 8, строение 1 (ГБОУ города Москвы ""Школа ""Свиблово"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.063.14,"город Москва, Кольская улица, дом 1 (ОАО НИИ транспортного строительства (ЦНИИС))",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.063.15,"1-й Ботанический проезд, дом  2",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.064.3,"город Москва, Сухонская улица, дом 13 (Структурное подразделение № 1 ГБОУ ""Школа № 967"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.064.11,"город Москва, Широкая улица, дом 1А (Учебный корпус №1 ГБОУ Школа №1506)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.064.12,"город Москва, улица Грекова, дом 11А (Учебный корпус №2 ГБОУ Школа №1506)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.064.19,"город Москва, Широкая улица, дом 21А (Структурное подразделение №1 ГБОУ Школа № 283)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.065.9,"город Москва, Дмитровское шоссе, дом 165Е, корпус 8 (ГБОУ ""Школа №2044"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.066.18,"город Москва, Заповедная улица, дом 22 (ГБОУ Школа № 956)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.067.4,"город Москва, Ярославское шоссе, дом 126А (ФГУП ""Финансово-хозяйственное управление при Российской академии художеств"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.067.8,"город Москва, Ярославское шоссе, дом 26 (Московский государственный строительный университет)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.067.9,"город Москва, Ярославское шоссе, дом 8, корпус 6 (ГБОУ г. Москвы ""Многопрофильная школа № 1577"", подразделение № 1)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.067.12,"город Москва, Хибинский проезд, дом 10 (ГБПОУ г. Москвы ""Колледж современных технологий имени Героя Советского Союза М.Ф. Панова"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.067.13,"город Москва, Палехская улица, дом 8 (ГБОУ г.Москвы ""Многопрофильная Школа №1374"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.067.14,"город Москва, Палехская улица, дом 8 (ГБОУ г.Москвы ""Многопрофильная Школа №1374"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.067.15,"город Москва, Палехская улица, дом 10 (ГБОУ г.Москвы ""Многопрофильная Школа №1374"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.067.17,"город Москва, Федоскинская улица, дом 4 (ГБОУ г.Москвы ""Многопрофильная Школа №1374"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.067.23,"город Москва, Ярославское шоссе, дом 147 (ГБОУ Школа № 760 им. А.П. Маресьева школьное отделение № 760)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.068.5,"город Москва, улица Соловьиная Роща, дом 10 (ГБУ ТЦСО ""Тушино"" филиал ""Куркино"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.069.16,"город Москва, улица Барышиха, дом 29, корпус 1 (ГБОУ города Москвы ""Школа № 1944"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.071.17,"город Москва, улица Героев Панфиловцев, дом 15 (ГБОУ Школа №1286)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.072.9,"город Москва, улица Исаковского, дом 14, корпус 3 (ГБОУ города Москвы ""Школа № 1519"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.072.12,"город Москва, улица Исаковского, дом 22, корпус 3 (ГБОУ города Москвы ""Школа № 1519"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.072.13,"город Москва, улица Маршала Катукова, дом 21, корпус 2 (ГБОУ города Москвы ""Школа № 1519"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.072.23,"город Москва, улица Кулакова, дом 17, корпус 2 (ГБОУ города Москвы ""Школа № 86 имени М.Е. Катукова"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.072.29,"город Москва, улица Кулакова, дом 25, корпус 2 (ГБОУ города Москвы ""Школа № 705"")",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.073.16,"город Москва, улица Народного Ополчения, дом 22, корпус 4 (ГБОУ Школа №1560 ""Лидер"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.073.35,"город Москва, Живописная улица, дом 2, корпус 2 (ГБОУ Школа № 1517)",0,0,0,0,1,0,0,"0,142857143"
Москва,Список,77.073.39,"город Москва, улица Паршина, дом 8 (ГБПОУ ""Московский технологический колледж"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.073.46,"город Москва, улица Живописная, дом1 (ГБУДО г. Москвы ""ДМШ им. В,В, Андреева"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.075.4,"город Москва, улица Свободы, дом 37 (ГБУК г.Москвы КЦ ""Салют"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.075.13,"город Москва, улица Фабрициуса, дом 26 (ГБПОУ г. Москвы ""Колледж полиции"")",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.075.16,"город Москва, улица Фабрициуса, дом 21 (ГАОУ ВО МГПУ Институт гуманитарных наук и управления)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.076.3,"город Москва, Трубниковский переулок, дом 21, строение 1 (ГБУ ТЦСО ""Арбат"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.077.6,"город Москва, Лялин переулок, дом 24-26, строение 2 (ГБУК г. Москвы ""ЦБС ЦАО"", Библиотека № 18 им. В.А.Жуковского)",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.077.8,"город Москва, Новая Басманная улица, дом 4-6, строение 4 (ГБОУ Инженерная школа № 1581)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.077.10,"город Москва, Токмаков переулок, дом 8 (ГБОУДО г. Москвы ""МГДМШ им. С.С. Прокофьева"")",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.077.12,"город Москва, Лефортовский переулок, дом 10 (ГБОУ ""Школа № 354 им. Д,М. Карбышева"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.077.13,"город Москва, Бауманская улица, дом 40 (ГБОУ Школа № 345)",0,0,0,0,0,0,1,"0,142857143"
Москва,Список,77.077.18,"город Москва, Рубцов переулок, дом 10/14 (ГБОУ ""Школа на Яузе"")",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.077.20,"город Москва, Семёновская набережная, дом 3/1, корпус 5 (Совет ветеранов)",0,1,0,0,0,0,0,"0,142857143"
Москва,Список,77.077.21,"город Москва, улица Госпитальный вал, дом 5, строение 19 (ГБОУ ""Школа на Яузе"")",0,0,0,0,0,1,0,"0,142857143"
Москва,Список,77.078.1,"город Москва, 5-й Монетчиковский переулок, дом 7 (ГБОУ Школа № 1259)",0,0,0,1,0,0,0,"0,142857143"
Москва,Список,77.079.4,"город Москва, Скорняжный переулок, дом 3, строение 1 (ГБОУ Пушкинский лицей № 1500)",1,0,0,0,0,0,0,"0,142857143"
Москва,Список,77.079.5,"город Москва, Верхняя Красносельская улица, дом 34 (Совет ветеранов)",0,0,0,0,0,0,1,"0,142857143"
